p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cell_type,comparison
0.489068625436402,-1.13619037109838,0,0.125,1,FPR1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.811183316513279,0,0.125,1,ZNF83,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.30384337851432,0,0.125,1,ZNF845,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.50324857021233,0,0.125,1,PRPF31,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.901152758844638,0,0.125,1,ZFY,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.46243036102328,0,0.125,1,USP9Y,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.7417293346977,0,0.125,1,UTY,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.4201663777477,0,0.125,1,DGCR2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.26851640234821,0,0.125,1,MRPL40,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.1520833999406,0,0.125,1,UFD1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.957041888275504,0,0.125,1,PPIL2,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.21466309007908,0,0.125,1,SELENOM,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.959566962900798,0,0.125,1,DEPDC5,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.10929417939629,0,0.125,1,GGA1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.28511007109302,0,0.125,1,H1F0,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.38509556582194,0,0.125,1,RANGAP1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.697024822443771,0,0.125,1,NUP50,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.22555966820807,0,0.125,1,CERK,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.867372024499624,0,0.125,1,TBC1D22A,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.77016221115408,0,0.125,1,RABL2B,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.29032337869381,0,0.125,1,NRIP1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.08561255119589,0,0.125,1,RCAN1,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-1.18684069664332,0,0.125,1,MCM3AP,Dendritic_cell,unin_hto_vs_unin3
0.489068625436402,-0.592205234839182,0,0.125,1,DIP2A,Dendritic_cell,unin_hto_vs_unin3
0.489481228934865,0.807989805301457,0.5,0.438,1,TRIR,Dendritic_cell,unin_hto_vs_unin3
0.490243770561879,0.382340501748384,0.5,0.312,1,MTRNR2L6,Dendritic_cell,unin_hto_vs_unin3
0.490243770561879,0.504314423419535,0.5,0.312,1,TMEM109,Dendritic_cell,unin_hto_vs_unin3
0.491803202996847,-0.720662715083677,0.25,0.406,1,TNFAIP8,Dendritic_cell,unin_hto_vs_unin3
0.491803202996847,-1.35313971480909,0.25,0.406,1,QKI,Dendritic_cell,unin_hto_vs_unin3
0.491803202996847,-1.13074692721611,0.25,0.406,1,FKBP1A,Dendritic_cell,unin_hto_vs_unin3
